competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,created_at,eta_date
Dvflora,58896,Gerrondo Orange Fozzie,Gerbera,Stem,Orange,,1,1.59,1.59,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27159,Gerbera Burgundy Amarone,Gerbera,Stem,Burgundy,,1,1.49,1.49,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55410,Gerbera Burgundy Humberto,Gerbera,Stem,Burgundy,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,32075,Gerbera Assorted 60pk,Gerbera,Stem,Assorted,,1,1.49,1.49,60,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59909,Gerbera Asst Rainbow Card P.R.,Gerbera,Stem,Assorted,,1,1.69,1.69,20,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58847,Gerbera Asst Spring Mix 60pk,Gerbera,Stem,Assorted,,1,1.69,1.69,60,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17660,Gerbera Crm/Pch Cartizze,Gerbera,Stem,Assorted,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49487,Gerrondo Peach Terra Maga 10st,Gerbera,Bu,Peach,,10,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37309,Garden Rose Wht Pr. Miyuki x12,Roses-Garden,Stem,White,,12,3.69,3.69,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42615,Gerbera Pink-Hot,Gerbera,Stem,Pink-Hot,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47908,Gerbera Pink-Hot,Gerbera,Stem,Pink-Hot,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,31586,Gerbera Pink-Hot Spin Off,Gerbera,Stem,Pink-Hot,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53409,Gerpom Pink Terra Cupid,Gerbera,Stem,Pink,,1,1.59,1.59,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43325,Garden Rose Rd Tess x12,Roses-Garden,Stem,Red,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17660,Gerbera Crm/Pch Cartizze,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52786,Gerbera Peach Alma,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43342,Gerbera Peach Avignon,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34771,Gerbera Peach Bicolor Julia,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,26713,Gerbera Peach Carlita,Gerbera,Stem,Peach,,1,1.49,1.49,60,Israel,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59919,Gerbera Peach Cream CafeDelM D,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59918,Gerbera Peach Cream Estate,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49749,Gerbera Peach Pre-Extase,Gerbera,Stem,Peach,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28002,Gerbera Mini Lav/Pnk Kimsey,Gerbera,Stem,Lavender-Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42161,Gerbera Mini White,Gerbera,Stem,White,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37627,Gerbera Mini White,Gerbera,Stem,White,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55231,Gerbera Coral Hamptons,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49757,Gerbera Pink Pre-Intenzz,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42615,Gerbera Pink-Hot,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47908,Gerbera Pink-Hot,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,31586,Gerbera Pink-Hot Spin Off,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25789,Gerbera Pink-Light,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29886,Gerbera Pink-Light,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42613,Gerbera Var Pk Hippie Chic,Gerbera,Stem,Pink,,1,1.79,1.79,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Purple,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55396,Gerbera Mini Peach Larissa,Gerbera,Stem,Peach,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43353,Gerbera Mini Peach Oreo,Gerbera,Stem,Peach,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40901,Garden Rose Wht Leonora x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55308,Gerbera Mini Assorted 50pack,Gerbera,Stem,Assorted,,1,1.19,1.19,50,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43584,Gerbera Mini Asst 100pack,Gerbera,Stem,Assorted,,1,0.99,0.99,100,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43606,Gerbera Mini Red,Gerbera,Stem,Red,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43660,Gerbera Mini Red,Gerbera,Stem,Red,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21468,Gerbera Mini Cream Milady,Gerbera,Stem,Cream,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,56096,Gerbera Mini Crm/Pch Pelican L,Gerbera,Stem,Cream,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62900,Gerbera Mini Yel/Org Franky,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57576,Gerbera Mini Yellow,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28051,Gerbera Mini Yellow,Gerbera,Stem,Yellow,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53302,Gerbera Mini Orange,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49794,Gerbera Mini Orange Jordy,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,63314,Gerbera Mini Orange,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62900,Gerbera Mini Yel/Org Franky,Gerbera,Stem,Orange,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58992,Gerbera Mini Burg Black Tie,Gerbera,Stem,Burgundy,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68791,Gerbera Mini Coral Time Out,Gerbera,Stem,Coral,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,49798,Gerbera Mini Coral Vidal,Gerbera,Stem,Coral,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51226,Rose Lav Ppl Haze 50cm DVF,Roses-Standard,Stem,Lavender,50,1,1.39,1.39,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67266,Garden Rose Wht Cloud x12,Roses-Garden,Stem,White,,12,3.39,3.39,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68789,Gerbera Mini Pink-Hot Anna,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42544,Gerbera Mini Pink-Hot Sympathy,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62863,Gerbera Mini Pk-Ht Wonderwal L,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Pink-Hot,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40742,Rose Gr Wasabi 50cm,Roses-Standard,Stem,Green,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41199,Gladiolus Asst 130pk DVFlora,Gladiolus,Stem,Assorted,,1,1.49,1.49,130,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57832,Gladiolus Asst Cali 60pk,Gladiolus,Stem,Assorted,,1,1.59,1.59,60,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29327,Gypsophila Cosmic,Gypsophila,Bu,White,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,46980,Gypsophila Cosmic 10pk,Gypsophila,Bu,White,,1,7.29,7.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68895,Rose Pk Pinky Promise 50cm,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68896,Rose Pk Pinky Promise 60cm DVF,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68894,Rose Pk Pnky Promise 60cm cs50,Roses-Standard,Stem,Pink,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17752,Gypsophila Wild Pearl 12pk,Gypsophila,Bu,White,,1,8.09,8.09,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17691,Gypsophila Wild Pearl 6pk,Gypsophila,Bu,White,,1,7.49,7.49,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42528,Garden Rose Pk Keira x12,Roses-Garden,Stem,Pink,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21023,Gypsophila Million Star 10pk,Gypsophila,Bu,White,,1,7.79,7.79,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,17773,Gypsophila Million Star 6pk,Gypsophila,Bu,White,,1,7.99,7.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21025,Gypsophila Million Star,Gypsophila,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28002,Gerbera Mini Lav/Pnk Kimsey,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,55705,Gerbera Mini Pink Babble,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43603,Gerbera Mini Pink Bellita,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62901,Gerbera Mini Pink Bentley,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59972,Gerbera Mini Pink Jacky,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68790,Gerbera Mini Pink Juna,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68789,Gerbera Mini Pink-Hot Anna,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42544,Gerbera Mini Pink-Hot Sympathy,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62863,Gerbera Mini Pk-Ht Wonderwal L,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Pink,,1,1.39,1.39,10,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47847,Hydrangea Bl-Dk Select 10pk,Hydrangea,Stem,Blue-Dark,,1,2.99,2.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34357,Hydrangea Bl-Dk Select 24pk,Hydrangea,Stem,Blue-Dark,,1,2.79,2.79,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39994,Hydrangea Bl-Dk Shocking 40pk,Hydrangea,Stem,Blue-Dark,,1,2.79,2.79,40,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40952,Garden Rose Gold Mustard x12,Roses-Garden,Stem,Yellow,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60800,Gypsophila Excellence,Gypsophila,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21043,Gypsophila Excellence 10pk,Gypsophila,Bu,White,,1,7.29,7.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27753,Gypsophila Excellence 13pk,Gypsophila,Bu,White,,1,7.79,7.79,13,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29328,Gypsophila Excellence 6pk,Gypsophila,Bu,White,,1,7.99,7.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60576,Gypsophila Excellence Pyg 12pk,Gypsophila,Bu,White,,1,7.99,7.99,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,29337,Gypsophila Excellence Pyg 6pk,Gypsophila,Bu,White,,1,8.29,8.29,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,47847,Hydrangea Bl-Dk Select 10pk,Hydrangea,Stem,Blue,,1,2.99,2.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34357,Hydrangea Bl-Dk Select 24pk,Hydrangea,Stem,Blue,,1,2.79,2.79,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39994,Hydrangea Bl-Dk Shocking 40pk,Hydrangea,Stem,Blue,,1,2.79,2.79,40,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37310,Garden Rose Pk Romantic An x12,Roses-Garden,Stem,Pink,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40862,Garden Rose Wht Purity x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53473,Rose Pch Shimmer 50cm,Roses-Standard,Stem,Peach,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,66879,Rose Pch Shimmer 50cm Cs50,Roses-Standard,Stem,Peach,50,1,1.45,1.45,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30526,Rose Pch Shimmer 60cm,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53474,Rose Pch Shimmer 60cm,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52204,Rose Pch Shimmer 60cm cs100,Roses-Standard,Stem,Peach,60,1,1.55,1.55,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67366,Rose Pch Shimmer 60cm Cs50,Roses-Standard,Stem,Peach,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53475,Rose Pch Shimmer 70/80cm,Roses-Standard,Stem,Peach,70,70,1.75,1.75,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,13030,Hydrangea Pink Crystal 10pk,Hydrangea,Stem,Pink,,1,5.99,5.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52219,Rose Org Aloha 50cm,Roses-Standard,Stem,Orange,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37158,Garden Rose HPk Baronesse x12,Roses-Garden,Stem,Pink Hot,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,13030,Hydrangea Pink Crystal 10pk,Hydrangea,Stem,Pink-Light,,1,5.99,5.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52536,Rose Var Light Spirit 50cm,Roses-Standard,Stem,Bicolor,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37158,Garden Rose HPk Baronesse x12,Roses-Garden,Stem,Pink,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68638,SpRose Lav Portrait 40/50cm,Roses-Spray,Bu,Lavender,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,56866,SpRose Yel Bora Bora 40/50cm,Roses-Spray,Bu,Yellow,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52566,SpRose Org Sensation 40/50cm,Roses-Spray,Bu,Orange,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,13027,Hydrangea Tinted Blue Lt 15pk,Hydrangea,Stem,Blue,,1,2.99,2.99,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58807,SpRose Pk Cozumel 40/50cm,Roses-Spray,Bu,Pink,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42520,Garden Spray Wht Blanche 6st,Roses-Spray,Bu,White,,6,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,30960,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink Hot,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,53015,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink Hot,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
